1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-118.61424481262219 2:4.779877632770778 3:0.26328997173790203 4:2.010153151127673 5:-0.2754943882059653 6:-1.3206190260234978 7:-0.8329245700103418 8:-2.0181955098854085 9:2.126466207944934 10:0.8406725293682888 11:-0.11340736354102532 12:-0.6265095790249795 
1:-110.19834739423732 2:2.683074624392988 3:1.9084757943416095 4:4.854678915256027 5:3.3407353827113946 6:1.813984831512979 7:0.8246222892384378 8:-0.3957199459903533 9:2.2450239980192035 10:0.09458680738545988 11:-0.08727736755415094 12:0.8971419962272842 
1:-113.4777199809378 2:1.5429013406682275 3:-1.8962945528255393 4:2.430140849848056 5:0.0026052414358646026 6:-0.9018350514175131 7:1.3510175695105433 8:1.4716663541269144 9:4.093743497583229 10:0.32631651626163327 11:-0.5946538742891367 12:-1.217153548269208 
1:-118.48639514794506 2:2.071769691279612 3:-2.864285475912622 4:1.7237038960643116 5:-2.6112839177578615 6:-1.4243245449623236 7:-0.008653944442789552 8:0.14481871984340922 9:1.7266099448288306 10:1.065421266596568 11:1.0019092372106964 12:-0.23948168593418462 
1:-109.46052785564636 2:8.05319043372323 3:-1.1292359587306953 4:0.9004221687988085 5:2.3681258661882207 6:2.521070382294499 7:-0.7230596321950178 8:0.3870938712051495 9:2.9749765123578937 10:1.282688598491076 11:0.3185354197077874 12:-0.5464215698759745 
1:-115.74738702455993 2:3.5664069797578777 3:-2.9846859561888093 4:0.03953766744537068 5:1.4045997785349895 6:0.17674392252943782 7:-0.26685527639801965 8:1.36060325787339 9:3.935342162797475 10:1.1014779329997748 11:-1.0395009867350722 12:-3.1424927282955117 
1:-112.96631644930183 2:4.191035232299964 3:-3.1776337949215128 4:1.192243188662665 5:3.9074639162437528 6:1.991849667286616 7:-0.3607446571589663 8:0.8114315249152098 9:3.805846854318115 10:1.4144321866998766 11:1.1824933778050135 12:3.922399352616442 
1:-110.06567432821551 2:2.0630593114526903 3:-1.878531460721132 4:3.4475732285808425 5:5.64780464565562 6:1.9693758994673063 7:0.861365413564585 8:2.7357266884486817 9:4.307304248963752 10:0.5818357832202765 11:2.242803173256499 12:1.312397818228766 
1:-110.21934874035016 2:4.359993433668254 3:-0.232486547343842 4:1.96186010765082 5:1.8325894731070975 6:0.028607827018154897 7:-0.05109154876610811 8:0.4455305159444518 9:4.963033450156912 10:2.093748977237902 11:-0.022059747061546453 12:-1.0310741334956548 
1:-112.5113578642575 2:3.365136830426081 3:-3.4667683795488964 4:0.42154685317216734 5:-0.5965263021860334 6:0.5934047684777659 7:6.341878293035212 8:3.8557815436667076 9:2.8528276721271406 10:-0.9340142359811083 11:-0.8471743975190944 12:-0.23936061526949137 
1:-107.97288110049858 2:6.572647849770508 3:2.3196778268438387 4:3.701699606435795 5:0.8460470206172728 6:2.190047915674501 7:1.9324929017512043 8:0.8147535845457701 9:2.0330883820684074 10:-1.613477864118987 11:0.5032516600105152 12:0.46511746825715816 
1:-117.09120337516997 2:-0.6192119692105211 3:-3.9273454152470997 4:1.5871117236224017 5:1.971887082266536 6:2.698486189052392 7:1.5733386839722376 8:0.9342722291243342 9:0.09739912835415643 10:-2.6850835127023367 11:0.48837793962155285 12:1.0438142641228727 
1:-114.56511625266273 2:2.4408552809071145 3:0.09274918266123322 4:3.6705105578515105 5:-0.10857885420701718 6:1.3702969817018418 7:2.0907695601185026 8:-0.04405634999698771 9:3.259665821520451 10:3.1331813179860624 11:-0.5693110878537344 12:-3.0639486286316973 
1:-117.88810621319719 2:-0.3490048894064177 3:-6.649810582454888 4:-0.20745576725430137 5:-2.677666491743816 6:-3.076337492053309 7:1.2992913523371787 8:3.0213443111555143 9:4.682067511746525 10:1.7614135392658534 11:-1.620636291227723 12:-2.639622539995708 
1:-116.93982826311981 2:1.2672344937002462 3:-1.669605268147234 4:5.225109442920621 5:2.2390089646813975 6:0.15801916003018102 7:-0.46396770690725786 8:-0.07286384379857136 9:2.967039267308537 10:-1.3048760256287153 11:-1.9746898173007907 12:0.5050838084957188 
1:-113.03646871694532 2:7.409126316871452 3:2.280983450321761 4:4.7729486315673375 5:3.742594335993217 6:1.0408264069696203 7:-1.4869927267336034 8:-1.398608197433016 9:4.494320012683983 10:2.044432153689793 11:-2.358501143749928 12:-1.269996091430702 
1:-119.70228312257646 2:1.0579379554390762 3:-3.73511606010597 4:2.885187532843413 5:2.542853157628883 6:-2.6654554946844518 7:-2.288946468635621 8:-0.10364445654412213 9:4.381852905365073 10:-0.7360237376857235 11:-2.5802609313362916 12:-2.1835536956059447 
1:-113.88265014510881 2:4.498984976527732 3:0.694700089006711 4:1.451403642327886 5:1.5479200141426785 6:-0.0849381914568772 7:0.47047755775227973 8:-1.0182900156929677 9:4.091765199586515 10:1.7459839402697588 11:-0.6874307775996544 12:2.3995121130917525 
1:-119.54027399554067 2:2.4086127765475416 3:0.6848153925719469 4:4.749819337163471 5:1.6534402624121949 6:-0.2753075951082238 7:-0.059946593307076856 8:0.19892817636836968 9:3.362624325802186 10:-2.505537461843102 11:-2.0772915889988024 12:2.1794378188230374 
1:-110.19430880081003 2:6.14276771476449 3:2.550885462805846 4:3.9039659081588742 5:2.7218966058589804 6:3.9536886160857954 7:2.0918959965803623 8:-1.5822153081129584 9:3.244291177151242 10:2.0303503028924936 11:0.8194809957484299 12:1.1228755368731336 
1:-114.9270350041135 2:1.9319566061153108 3:-0.1389890820554518 4:3.141934829208512 5:3.014784947516541 6:3.3626345329732916 7:-0.9579678683289203 8:-2.58702068800056 9:2.5152911194584333 10:2.035119309493787 11:1.3377517155987113 12:0.27807039550278523 
1:-108.42437558294279 2:4.4148739811036535 3:1.7185932535442294 4:6.130002104934705 5:6.571758545956545 6:1.6996831167739872 7:-2.229432686257531 8:-2.846373693745612 9:-1.7000746521766048 10:-0.6576831268587666 11:2.34497139742201 12:2.638951995557008 
1:-115.15937470481629 2:5.193923491672972 3:3.64613868128386 4:4.619762047328143 5:3.8536980011890285 6:1.0662905415882804 7:-1.3377847421995694 8:-0.009598321634442186 9:3.3360887207934975 10:0.15241339872369553 11:-0.2087420808317444 12:0.6977337902866507 
1:-113.00836162837845 2:3.5229093676974372 3:-3.085873689646747 4:5.092664873819588 5:4.668363891364047 6:2.8954580644292798 7:0.16940980121879168 8:1.0853218761417356 9:2.0216275567516226 10:-0.909586381864361 11:-2.8772483018854245 12:-1.0699361616589993 
1:-121.05345614087548 2:0.08981943479062515 3:-1.2220490806705886 4:4.14779809874932 5:0.0344149676349943 6:1.1169648875074656 7:0.5357839848586741 8:0.9011538829193633 9:1.4125268380866562 10:-1.5190697833592925 11:0.05973347638596316 12:1.0602580772975427 
1:-116.61704189682169 2:3.222029043613365 3:0.8148843821138207 4:3.6300741976045794 5:-1.6688802514467351 6:1.2388549793620443 7:1.3116527619387446 8:2.0475424777966884 9:5.569885432641987 10:1.4225068328470751 11:2.1670315558592343 12:-0.6031901918819798 
1:-118.67030158725552 2:1.152081716560624 3:-0.3311344212990388 4:3.3681610734094836 5:-1.0792988819257783 6:-1.0948514232993198 7:-1.3965493069145345 8:0.5802663304590783 9:3.6665845254927967 10:-0.767658316384785 11:-2.8296932002971316 12:-0.452583264178386 
1:-124.6491972560709 2:-2.903125789002882 3:-5.065946118951769 4:-0.3482744538577762 5:-0.7836950698362228 6:1.111657417853007 7:-0.712516934932105 8:1.6611555295808982 9:3.3896483913848083 10:1.2895119376044049 11:4.340533175840362 12:2.9477459887331503 
1:-115.8607629350588 2:1.8335847584493496 3:-0.649607449838415 4:4.936574979102403 5:1.203189249562402 6:1.790933827064864 7:0.8703923543483869 8:1.1708697855063797 9:1.416614985720832 10:-2.0567286895933714 11:0.45336407114013655 12:0.5634958555879157 
1:-117.1036749315546 2:4.264257051686049 3:0.19972770842881982 4:3.9714530514480537 5:1.774060498128207 6:1.931757359315263 7:1.5485171940087508 8:-3.840451632254068 9:1.6947003928983904 10:-2.0604252000636345 11:-3.5526916525772028 12:-0.6837004901312969 
1:-115.61262838233371 2:2.613134347783822 3:1.2485784049772555 4:5.459731981413308 5:2.0226011009836666 6:0.8324920139357581 7:0.5709859992716413 8:0.36854691320311783 9:0.6358693314953388 10:-0.4332093271523254 11:-0.4068447506834416 12:-1.014080804146689 
1:-112.84881797756675 2:4.4474070392955465 3:2.5337052892427896 4:5.344066324910285 5:2.725704165942208 6:2.421327521966174 7:0.6949052806951483 8:-0.5845494226615302 9:0.211034072657307 10:-1.458702811539427 11:-1.1011492563620044 12:0.6639986637777331 
1:-112.58100736375647 2:3.173364203864989 3:-0.9478562850141325 4:4.3225657666319774 5:2.478421559455329 6:1.2968481612036786 7:-2.152229849810504 8:-0.8086955733108234 9:3.44306565799751 10:-1.880916171178844 11:-3.6329404311879063 12:-0.19128944448994245 
1:-114.4400550503951 2:4.3897385615849265 3:-2.428992665970481 4:3.2448946271588546 5:3.2428729809916623 6:1.4673306341480274 7:1.299013029159335 8:0.32847320619902387 9:4.124868104903325 10:1.6651870570021234 11:-4.731247507524451 12:0.19035927279981113 
1:-120.02580153389297 2:1.6542460333853324 3:-1.2048303745013516 4:3.498771831729126 5:0.585477563594774 6:-1.6701900929259077 7:0.25002376853536523 8:0.40505245735554096 9:5.556439473007137 10:0.5214017464285776 11:-1.8270615097680545 12:-0.7944497562573822 
1:-112.46999615346742 2:2.6981853251259125 3:2.1798076804020288 4:5.021054794905194 5:2.829025250643416 6:0.6573283626746633 7:0.1837362290549467 8:0.29897024090905955 9:1.927433607432222 10:-0.4945378758482799 11:-3.6327563140378474 12:-0.1628312630903732 
1:-110.59331274400893 2:3.5093584875170225 3:-1.4153303945597369 4:5.197265435183631 5:4.171106763769744 6:-2.0821785757763625 7:-0.5311096684226486 8:2.608356137920511 9:1.2805124915415895 10:-0.9599389110304499 11:-2.5124600025605206 12:0.8373663815851935 
1:-117.13393907710118 2:2.182359096000062 3:-5.518581033003255 4:5.594784387519285 5:3.0053789933550386 6:0.8727226524012144 7:-1.2599187001729062 8:-0.10085994874095672 9:2.209036951826931 10:0.6657093772889069 11:0.5512763456457859 12:-3.483899676483065 
1:-115.50154500760202 2:2.5329063813344304 3:-0.12301456888106355 4:4.787686237966534 5:1.2900395165698386 6:2.318406968345221 7:-0.14372027157141254 8:-0.4867670106846753 9:4.099129728091059 10:4.609573579235857 11:3.312229206699542 12:-1.3092313353199994 
1:-114.9943336439957 2:3.623087616595207 3:-4.295394297439035 4:4.894580695814459 5:1.8556199594567069 6:1.177869449362123 7:-0.8315109722255367 8:-0.38324711803396516 9:6.525155199339518 10:2.9977416490059126 11:1.7775676345833316 12:-0.9763234209789808 
1:-113.18354691588131 2:3.2977220303153194 3:-0.5144587725757956 4:6.809167673991572 5:2.3273672465515496 6:0.4255835787429523 7:-0.8558611519646737 8:0.6161028609807024 9:2.0497263763125884 10:0.05817450006893887 11:1.1662301265793587 12:1.5538408123189154 
1:-119.37145635722882 2:1.7892918094443209 3:-3.548880683077318 4:4.999140509549261 5:3.0962379639155024 6:0.9111542665267498 7:-1.996825488890131 8:0.002832454975577825 9:2.9841118241927513 10:-1.1836932136760807 11:0.3007549944832819 12:0.37594571011714883 
1:-112.29178835640089 2:6.016851403051453 3:-1.9911394018562665 4:2.1223330834711396 5:2.56722541428434 6:0.6339874033850257 7:-2.010160399844314 8:-0.562566815803224 9:3.944967974698818 10:-2.710076184863542 11:-0.2187547308260136 12:1.2011820527473804 
1:-108.80295051999812 2:5.32341961234085 3:-1.0926492611755108 4:1.616652910395472 5:4.604005333968006 6:-0.4278047987992717 7:-0.16751141681639625 8:2.2076337426969053 9:3.545703176816303 10:-0.5505531534189041 11:-1.4776801576471177 12:-0.6673294809504711 
1:-117.15968154239908 2:2.337850085827431 3:-1.2503581320997315 4:3.646443088909839 5:3.112367828680207 6:3.0074694070171946 7:-0.5184106651370044 8:-1.0189957789702335 9:3.8862626496279375 10:0.20422736927268925 11:-2.9162485210769344 12:-0.4938851518591014 
1:-107.13159724991746 2:8.600383573195378 3:0.8804442475037231 4:2.375975806088303 5:0.6146194055119141 6:-0.11010443423727967 7:2.7318763714368477 8:2.146177509020726 9:4.778572509493587 10:-1.2161606029547332 11:0.32056019253968326 12:-0.13782948810358242 
1:-119.81605988412205 2:3.6806008613883137 3:-0.5541735381061859 4:-0.5970363488138899 5:-1.9024710186897527 6:-1.6071272862242516 7:-1.20571124954974 8:0.5436463264819373 9:3.4812453587851717 10:-0.1644199161609703 11:-1.5771956361605757 12:-1.7242663190910856 
1:-111.94984705850537 2:6.6161547577012545 3:-1.8265288225264933 4:2.0532138564793447 5:0.3725509278163175 6:-1.3269143390579226 7:0.7714132357027843 8:0.3735192592829413 9:2.214461314549857 10:-1.7448529905201902 11:-1.3801260312790617 12:2.77661788576185 
1:-114.90750916388514 2:2.887861430165634 3:-4.636897591191409 4:-1.648251747977901 5:1.1024361021370632 6:5.698018217146906 7:4.441211565526377 8:4.086902025258275 9:7.940299553062126 10:1.2677744316199089 11:-0.26190924586080433 12:1.6220469057187064 
1:-116.632574287368 2:2.7723056426029826 3:-3.548360628430428 4:-3.390506129427506 5:0.8992041082376985 6:0.7120554212950676 7:0.46181638616722553 8:2.472834223417142 9:5.454559336593421 10:-1.1824430157975847 11:-0.1516239066874152 12:-0.5132201966714032 
1:-111.0084918958592 2:7.063735223352339 3:0.8535468211342185 4:-0.21847062661650973 5:0.12868562407194162 6:0.39794103180547813 7:2.003227918975952 8:2.3245474186175312 9:2.300167983361552 10:0.4769873034597185 11:0.4775773427336345 12:1.5514704392961884 
1:-114.5793885275564 2:3.3790379410188143 3:-2.6630719229888604 4:2.826944119059066 5:2.530077212606808 6:0.9268018200050232 7:0.4224199958798849 8:2.0322579928173314 9:3.4993636574300977 10:-0.7821547779602036 11:-1.1001950692092253 12:-0.5428517637475148 
1:-108.75309919418186 2:6.883404073587666 3:0.37635605232734504 4:4.001960274718991 5:3.106737668518549 6:0.3014563927475944 7:0.1172623167313378 8:-0.2169357804286869 9:1.688160331120776 10:-2.1390479024256237 11:0.8985530877897405 12:1.2044366807451317 
1:-117.13762493028291 2:-1.715548181839738 3:-6.653990378929427 4:-0.7514435026366013 5:0.15204273170188332 6:-1.6938614671413248 7:-0.6774122596626682 8:0.30111836831535577 9:5.662244918978738 10:0.8955663374054135 11:-0.9537319450038408 12:-0.2584182472884846 
1:-110.24860048287984 2:6.558739736824627 3:1.7227802904944802 4:3.7268451008761736 5:-3.0104460530091206 6:-1.0122346022972613 7:2.1097169386910513 8:3.130935878494415 9:2.2896712074342624 10:-2.245852733657826 11:0.2408190958335732 12:2.8110845274939766 
1:-112.04679975304956 2:4.084798212527796 3:-3.7102202721606616 4:1.5503891889429218 5:-0.589348046949278 6:0.9975418023420821 7:0.08317636750510271 8:-0.548533330103433 9:4.2556304870036215 10:-1.0237299062500926 11:-1.0458147996373732 12:-1.3073203950809216 
1:-117.54360423689592 2:1.6277403795282082 3:-2.0220744940257087 4:3.058090987931999 5:1.0360473242029693 6:1.4389665115286885 7:-2.6573278892897947 8:-2.506478798573087 9:3.5257997934834804 10:-2.2169684923895248 11:-1.112969064675759 12:0.7709651754053843 
1:-112.63887903111 2:1.571470094461095 3:-4.430047237564722 4:0.4927083290517258 5:-0.4637985382399399 6:1.3579320304928237 7:1.8563495730429458 8:-0.7531336132417961 9:3.8992970260215167 10:-0.8825816783775196 11:-0.18409966726218396 12:1.5470072143302271 
1:-111.64385232210347 2:1.003267241358937 3:-4.162723696770586 4:1.966841231896613 5:2.0536081264277373 6:1.1873931559952249 7:-0.2900694785950728 8:-0.30129969802953127 9:2.4082518402144326 10:-1.7133697371189358 11:2.5066627003029294 12:2.0279366702394372 
1:-118.3283195951326 2:2.3717394544443424 3:-1.6445445100968823 4:1.4187171511702092 5:0.1678630667689749 6:2.616276706935626 7:-1.497265206399402 8:1.0947722971300076 9:3.9765552126853025 10:-0.7233797876468446 11:-0.3990387369680777 12:0.6487723083999803 
1:-120.00941176238372 2:-1.6413503348367966 3:-5.483212544359734 4:2.8666599892988907 5:3.820294839313381 6:2.8737537000027613 7:0.1976464268690883 8:1.0669893105655848 9:3.963516747364462 10:-1.624969110629383 11:-1.7896474411397276 12:-0.7229471651456718 
1:-115.37916176840469 2:0.8329192644264847 3:-2.1780100120278267 4:4.973977884156357 5:6.679656685540719 6:6.226827244197176 7:3.886832712511897 8:2.322455860945407 9:3.2716603835619127 10:-1.6468768657458437 11:-2.2492283274426588 12:-1.3240997389602116 
1:-122.42413448629182 2:-2.021468275063932 3:-5.7555515782740985 4:2.0749122065233547 5:1.5983685259480254 6:3.622308502720706 7:-0.35473159672459387 8:-1.4938148400150721 9:4.931925373007818 10:0.49614814803242924 11:-1.8718813316786624 12:1.0481212560922861 
1:-117.86686572940826 2:0.9109244982054086 3:-4.061186893997487 4:0.2960889231807058 5:0.6437407918794471 6:0.2686310844372022 7:-2.1731393454913333 8:0.7414651352193613 9:2.761573816791278 10:-3.535337411247468 11:-1.7566878285440555 12:-0.1554889732787763 
1:-113.92725533404868 2:4.718002325077904 3:-1.2747436460121175 4:4.155356776440847 5:1.3981491136269444 6:2.0878316412165807 7:-0.13717059634804718 8:-1.2358807597261041 9:1.6012874592056656 10:-1.5166274353871687 11:1.3589763794963106 12:1.2751231174915212 
1:-116.75350412116354 2:1.4328105491306968 3:-3.2009091880780405 4:3.3635663998560847 5:1.393682041711203 6:-0.6962486157453229 7:-1.8184508902032452 8:0.5420821624407313 9:5.002287110187751 10:0.44956007064696957 11:0.05396798368960454 12:-1.2348846291243323 
1:-118.88725442228721 2:-0.9162603267165439 3:-4.3455893944356685 4:-0.45617372361984554 5:-1.972955656924941 6:0.22244359024813232 7:-3.0812197091720734 8:-1.0976641819776471 9:3.400292292563637 10:-0.28878391011034843 11:0.20254628958752097 12:-0.9547221836521573 
1:-115.04629683087506 2:6.967062917356578 3:-1.0839975024542357 4:2.5100747905373213 5:1.9977238797859522 6:1.6006085561077952 7:-1.2624694073086613 8:-0.1738514774083635 9:4.549798033831353 10:0.4843355645005274 11:-0.06716186786366096 12:-2.086603817366664 
1:-118.90045458582715 2:2.1372258903118366 3:-3.969577138132861 4:3.0770710160553216 5:0.24108232958004905 6:-1.7297205678297134 7:-1.3541366901375462 8:-1.6749384562375482 9:-0.5158615283771417 10:-1.321893698444466 11:-1.4198022783309354 12:-0.1725446350549431 
1:-108.9039399969882 2:6.016615677289062 3:-0.05158699324126381 4:3.572880139808407 5:2.76080923691884 6:3.1723101338355284 7:2.3618488786196865 8:0.5893841660811976 9:1.9752043020982528 10:1.109170916517777 11:-3.368921250342163 12:-0.15254093313311046 
1:-116.11409109565116 2:1.1374418770085923 3:-4.0049480687087025 4:2.1274007031133486 5:1.3112238605554367 6:-1.7417320933262017 7:-2.697235122619419 8:-1.7269927529120488 9:2.4774540890885444 10:0.23008854455384942 11:0.5297382783020876 12:-0.046259994257827675 
